row_index,base_value,predicted_value,model_prediction,additive_consistent,feature_name,feature_value,shap_value,direction
1,18.887224,8.445957940124512,8.438746452331543,True,price_lag_1,498.38,-0.19485978782176971,negative
1,18.887224,8.445957940124512,8.438746452331543,True,demand_rolling_std_7,1.2535663410560303,-0.17735622823238373,negative
1,18.887224,8.445957940124512,8.438746452331543,True,week_cos,-0.8854560256532101,-0.15804603695869446,negative
2,18.887224,28.045664589904785,28.0384464263916,True,demand_lag_7,29.0,4.229856014251709,positive
2,18.887224,28.045664589904785,28.0384464263916,True,demand_lag_28,35.0,4.013156414031982,positive
2,18.887224,28.045664589904785,28.0384464263916,True,log_price,4.244917420701475,1.6284856796264648,positive
2,18.887224,28.045664589904785,28.0384464263916,True,price_to_cost_markup,1.453125,0.6034578084945679,positive
2,18.887224,28.045664589904785,28.0384464263916,True,day_of_year,319.0,0.41554173827171326,positive
2,18.887224,28.045664589904785,28.0384464263916,True,week_sin,-0.6631226582407955,0.4062204360961914,positive
2,18.887224,28.045664589904785,28.0384464263916,True,demand_rolling_mean_28,43.32142857142857,0.36563640832901,positive
2,18.887224,28.045664589904785,28.0384464263916,True,demand_rolling_mean_7,42.42857142857143,0.2313007116317749,positive
2,18.887224,28.045664589904785,28.0384464263916,True,competitor_price,65.65,0.20460420846939087,positive
2,18.887224,28.045664589904785,28.0384464263916,True,price_lag_1,59.99,0.16236527264118195,positive
2,18.887224,28.045664589904785,28.0384464263916,True,day_of_week,5.0,-2.8458642959594727,negative
2,18.887224,28.045664589904785,28.0384464263916,True,price_pct_change_1d,16.269378229704948,-0.39242732524871826,negative
2,18.887224,28.045664589904785,28.0384464263916,True,demand_lag_14,24.0,-0.27972787618637085,negative
2,18.887224,28.045664589904785,28.0384464263916,True,dow_sin,-0.9749279121818236,-0.21347272396087646,negative
2,18.887224,28.045664589904785,28.0384464263916,True,price_deviation_rolling_28,2.9742857142857275,-0.12983238697052002,negative
2,18.887224,28.045664589904785,28.0384464263916,True,price_lag_14,68.74,-0.11291597783565521,negative
2,18.887224,28.045664589904785,28.0384464263916,True,revenue_lag_1,2879.52,-0.10409872233867645,negative
2,18.887224,28.045664589904785,28.0384464263916,True,price_change_1d,9.759999999999998,-0.09908362478017807,negative
2,18.887224,28.045664589904785,28.0384464263916,True,inventory_lag_1,271.0,-0.08597008883953094,negative
2,18.887224,28.045664589904785,28.0384464263916,True,competitor_price_diff,4.099999999999994,-0.0815218836069107,negative
3,18.887224,20.59038595487976,20.58316421508789,True,demand_lag_28,24.0,4.043355941772461,positive
3,18.887224,20.59038595487976,20.58316421508789,True,demand_lag_14,23.0,1.6822974681854248,positive
3,18.887224,20.59038595487976,20.58316421508789,True,day_of_week,2.0,0.6375497579574585,positive
3,18.887224,20.59038595487976,20.58316421508789,True,revenue_rolling_mean_7,2921.6585714285716,0.1828528195619583,positive
3,18.887224,20.59038595487976,20.58316421508789,True,dow_sin,0.9749279121818236,0.15240003168582916,positive
3,18.887224,20.59038595487976,20.58316421508789,True,demand_momentum_7_28,0.8673139158576051,0.1260308176279068,positive
3,18.887224,20.59038595487976,20.58316421508789,True,price_rolling_mean_28,147.72250000000003,0.09477648884057999,positive
3,18.887224,20.59038595487976,20.58316421508789,True,price_deviation_rolling_7,-2.5142857142857054,0.07723137736320496,positive
3,18.887224,20.59038595487976,20.58316421508789,True,days_of_supply_proxy,8.41044776119403,0.07089211791753769,positive
3,18.887224,20.59038595487976,20.58316421508789,True,log_inventory_level,5.087596335232384,0.05453754588961601,positive
